,symbol,ens_gene
2970,NEB,ENSG00000183091
2971,ARL5A,ENSG00000162980
2972,CACNB4,ENSG00000182389
2973,STAM2,ENSG00000115145
2974,FMNL2,ENSG00000157827
2975,PRPF40A,ENSG00000196504
2976,ARL6IP6,ENSG00000177917
2977,RPRM,ENSG00000177519
2978,GALNT13,ENSG00000144278
2979,AC009227.2,ENSG00000224675
2980,KCNJ3,ENSG00000162989
2981,AC093375.1,ENSG00000226383
2982,NR4A2,ENSG00000153234
2983,GPD2,ENSG00000115159
2984,GALNT5,ENSG00000136542
2985,ERMN,ENSG00000136541
2986,CYTIP,ENSG00000115165
2987,ACVR1C,ENSG00000123612
2988,AC019186.1,ENSG00000234584
2989,ACVR1,ENSG00000115170
2990,UPP2,ENSG00000007001
2991,RP11-546J1.1,ENSG00000270557
2992,RP11-1152H14.1,ENSG00000271320
2993,CCDC148,ENSG00000153237
2994,PKP4,ENSG00000144283
2995,DAPL1,ENSG00000163331
2996,TANC1,ENSG00000115183
2997,WDSUB1,ENSG00000196151
2998,BAZ2B,ENSG00000123636
2999,AC009506.1,ENSG00000224152
3000,AC009961.3,ENSG00000226266
3001,7-Mar,ENSG00000136536
3002,CD302,ENSG00000241399
3003,LY75,ENSG00000054219
3004,PLA2R1,ENSG00000153246
3005,ITGB6,ENSG00000115221
3006,RBMS1,ENSG00000153250
3007,TANK,ENSG00000136560
3008,AC009299.2,ENSG00000235724
3009,AC009299.3,ENSG00000227403
3010,PSMD14,ENSG00000115233
3011,SLC4A10,ENSG00000144290
3012,DPP4,ENSG00000197635
3013,AC008063.3,ENSG00000233397
3014,GCG,ENSG00000115263
3015,AC007750.5,ENSG00000236841
3016,FAP,ENSG00000078098
3017,IFIH1,ENSG00000115267
3018,GCA,ENSG00000115271
3019,KCNH7,ENSG00000184611
3020,FIGN,ENSG00000182263
3021,GRB14,ENSG00000115290
3022,COBLL1,ENSG00000082438
3023,AC019181.2,ENSG00000233255
3024,SLC38A11,ENSG00000169507
3025,SCN3A,ENSG00000153253
3026,SCN2A,ENSG00000136531
3027,CSRNP3,ENSG00000178662
3028,GALNT3,ENSG00000115339
3029,AC009495.2,ENSG00000235192
3030,TTC21B,ENSG00000123607
3031,AC010127.3,ENSG00000236107
3032,SCN9A,ENSG00000169432
3033,SCN7A,ENSG00000136546
3034,AC074363.1,ENSG00000228222
3035,AC016723.4,ENSG00000235335
3036,B3GALT1,ENSG00000172318
3037,STK39,ENSG00000198648
3038,CERS6,ENSG00000172292
3039,CERS6-AS1,ENSG00000227617
3040,NOSTRIN,ENSG00000163072
3041,SPC25,ENSG00000152253
3042,G6PC2,ENSG00000152254
3043,ABCB11,ENSG00000073734
3044,DHRS9,ENSG00000073737
3045,BBS5,ENSG00000163093
3046,KLHL41,ENSG00000239474
3047,FASTKD1,ENSG00000138399
3048,PPIG,ENSG00000138398
3049,CCDC173,ENSG00000154479
3050,PHOSPHO2,ENSG00000144362
3051,KLHL23,ENSG00000213160
3052,SSB,ENSG00000138385
3053,METTL5,ENSG00000138382
3054,UBR3,ENSG00000144357
3055,MYO3B,ENSG00000071909
3056,LINC01124,ENSG00000222033
3057,SP5,ENSG00000204335
3058,AC007405.4,ENSG00000234350
3059,AC007405.6,ENSG00000239467
3060,ERICH2,ENSG00000204334
3061,GAD1,ENSG00000128683
3062,GORASP2,ENSG00000115806
3063,TLK1,ENSG00000198586
3064,METTL8,ENSG00000123600
3065,DCAF17,ENSG00000115827
3066,CYBRD1,ENSG00000071967
3067,DYNC1I2,ENSG00000077380
3068,AC068039.4,ENSG00000228389
3069,SLC25A12,ENSG00000115840
3070,HAT1,ENSG00000128708
3071,METAP1D,ENSG00000172878
3072,DLX2,ENSG00000115844
3073,ITGA6,ENSG00000091409
3074,AC078883.3,ENSG00000232788
3075,AC093818.1,ENSG00000225205
3076,PDK1,ENSG00000152256
3077,RAPGEF4-AS1,ENSG00000228016
3078,RAPGEF4,ENSG00000091428
3079,MLTK,ENSG00000091436
3080,CDCA7,ENSG00000144354
3081,AC106900.6,ENSG00000224638
3082,SP3,ENSG00000172845
3083,RP11-394I13.2,ENSG00000271151
3084,RP11-394I13.1,ENSG00000260868
3085,OLA1,ENSG00000138430
3086,CIR1,ENSG00000138433
3087,SCRN3,ENSG00000144306
3088,GPR155,ENSG00000163328
3089,AC010894.3,ENSG00000226853
3090,AC018890.6,ENSG00000236449
3091,WIPF1,ENSG00000115935
3092,CHRNA1,ENSG00000138435
3093,CHN1,ENSG00000128656
3094,ATF2,ENSG00000115966
3095,ATP5G3,ENSG00000154518
3096,KIAA1715,ENSG00000144320
3097,HOXD-AS2,ENSG00000237380
3098,HOXD8,ENSG00000175879
3099,HOXD-AS1,ENSG00000224189
3100,AC009336.24,ENSG00000226363
3101,HOXD1,ENSG00000128645
3102,MTX2,ENSG00000128654
3103,LINC01116,ENSG00000163364
3104,LINC01117,ENSG00000224577
3105,HNRNPA3,ENSG00000170144
3106,NFE2L2,ENSG00000116044
3107,AC079305.10,ENSG00000222043
3108,RP11-337N6.1,ENSG00000271996
3109,AGPS,ENSG00000018510
3110,TTC30B,ENSG00000196659
3111,TTC30A,ENSG00000197557
3112,PDE11A,ENSG00000128655
3113,RBM45,ENSG00000155636
3114,OSBPL6,ENSG00000079156
3115,RP11-65L3.1,ENSG00000260931
3116,AC009948.5,ENSG00000223960
3117,PRKRA,ENSG00000180228
3118,DFNB59,ENSG00000204311
3119,FKBP7,ENSG00000079150
3120,PLEKHA3,ENSG00000116095
3121,TTN-AS1,ENSG00000237298
3122,TTN,ENSG00000155657
3123,RP11-65L3.4,ENSG00000270956
3124,RP11-65L3.2,ENSG00000270277
3125,RP11-171I2.5,ENSG00000271011
3126,RP11-171I2.2,ENSG00000270574
3127,RP11-171I2.4,ENSG00000271141
3128,RP11-171I2.3,ENSG00000271401
3129,RP11-171I2.1,ENSG00000267784
3130,RP11-88L24.4,ENSG00000266413
3131,CCDC141,ENSG00000163492
3132,SESTD1,ENSG00000187231
3133,ZNF385B,ENSG00000144331
3134,CWC22,ENSG00000163510
3135,UBE2E3,ENSG00000170035
3136,ITGA4,ENSG00000115232
3137,CERKL,ENSG00000188452
3138,NEUROD1,ENSG00000162992
3139,AC013733.3,ENSG00000234595
3140,RP11-366L5.1,ENSG00000260742
3141,SSFA2,ENSG00000138434
3142,PPP1R1C,ENSG00000150722
3143,PDE1A,ENSG00000115252
3144,DNAJC10,ENSG00000077232
3145,FRZB,ENSG00000162998
3146,NCKAP1,ENSG00000061676
3147,DUSP19,ENSG00000162999
3148,NUP35,ENSG00000163002
3149,RP11-438L19.1,ENSG00000272800
3150,ZNF804A,ENSG00000170396
3151,AC007966.1,ENSG00000226747
3152,FSIP2,ENSG00000188738
3153,AC008174.3,ENSG00000231646
3154,AC097500.2,ENSG00000237877
3155,RP11-410E4.1,ENSG00000259915
3156,ZC3H15,ENSG00000065548
3157,ITGAV,ENSG00000138448
3158,FAM171B,ENSG00000144369
3159,ZSWIM2,ENSG00000163012
3160,AC007319.1,ENSG00000224063
3161,CALCRL,ENSG00000064989
3162,TFPI,ENSG00000003436
3163,GULP1,ENSG00000144366
3164,COL3A1,ENSG00000168542
3165,COL5A2,ENSG00000204262
3166,WDR75,ENSG00000115368
3167,SLC40A1,ENSG00000138449
3168,ASNSD1,ENSG00000138381
3169,ANKAR,ENSG00000151687
3170,OSGEPL1,ENSG00000128694
3171,OSGEPL1-AS1,ENSG00000253559
3172,RP11-455J20.3,ENSG00000273240
3173,ORMDL1,ENSG00000128699
3174,PMS1,ENSG00000064933
3175,C2orf88,ENSG00000187699
3176,MSTN,ENSG00000138379
3177,HIBCH,ENSG00000198130
3178,INPP1,ENSG00000151689
3179,MFSD6,ENSG00000151690
3180,RP11-647K16.1,ENSG00000272979
3181,TMEM194B,ENSG00000189362
3182,AC093388.3,ENSG00000233654
3183,NAB1,ENSG00000138386
3184,AC006460.2,ENSG00000228509
3185,GLS,ENSG00000115419
3186,STAT1,ENSG00000115415
3187,STAT4,ENSG00000138378
3188,AC092614.2,ENSG00000227542
3189,MYO1B,ENSG00000128641
3190,NABP1,ENSG00000173559
3191,SDPR,ENSG00000168497
3192,TMEFF2,ENSG00000144339
3193,SLC39A10,ENSG00000196950
3194,DNAH7,ENSG00000118997
3195,STK17B,ENSG00000081320
3196,RP11-347P5.1,ENSG00000272211
3197,HECW2,ENSG00000138411
3198,AC020571.3,ENSG00000229056
3199,CCDC150,ENSG00000144395
3200,GTF3C3,ENSG00000119041
3201,PGAP1,ENSG00000197121
3202,ANKRD44,ENSG00000065413
3203,SF3B1,ENSG00000115524
3204,COQ10B,ENSG00000115520
3205,HSPD1,ENSG00000144381
3206,HSPE1,ENSG00000115541
3207,MOB4,ENSG00000115540
3208,RFTN2,ENSG00000162944
3209,MARS2,ENSG00000247626
3210,PLCL1,ENSG00000115896
3211,SATB2,ENSG00000119042
3212,FTCDNL1,ENSG00000226124
3213,C2orf69,ENSG00000178074
3214,TYW5,ENSG00000162971
3215,C2orf47,ENSG00000162972
3216,SPATS2L,ENSG00000196141
3217,KCTD18,ENSG00000155729
3218,SGOL2,ENSG00000163535
3219,AOX1,ENSG00000138356
3220,AC007163.3,ENSG00000237166
3221,BZW1,ENSG00000082153
3222,RP11-469M7.1,ENSG00000260006
3223,CLK1,ENSG00000013441
3224,PPIL3,ENSG00000240344
3225,NIF3L1,ENSG00000196290
3226,ORC2,ENSG00000115942
3227,AC005037.3,ENSG00000183308
3228,FAM126B,ENSG00000155744
3229,NDUFB3,ENSG00000119013
3230,CFLAR,ENSG00000003402
3231,CFLAR-AS1,ENSG00000226312
3232,CASP10,ENSG00000003400
3233,CASP8,ENSG00000064012
3234,ALS2CR12,ENSG00000155749
3235,TRAK2,ENSG00000115993
3236,STRADB,ENSG00000082146
3237,ALS2CR11,ENSG00000155754
3238,TMEM237,ENSG00000155755
3239,MPP4,ENSG00000082126
3240,ALS2,ENSG00000003393
3241,FZD7,ENSG00000155760
3242,AC079354.1,ENSG00000182329
3243,AC079354.3,ENSG00000222035
3244,AC079354.5,ENSG00000231903
3245,SUMO1,ENSG00000116030
3246,NOP58,ENSG00000055044
3247,RP11-686O6.1,ENSG00000272966
3248,RP11-686O6.2,ENSG00000273456
3249,BMPR2,ENSG00000204217
3250,FAM117B,ENSG00000138439
3251,ICA1L,ENSG00000163596
3252,WDR12,ENSG00000138442
3253,CARF,ENSG00000138380
3254,NBEAL1,ENSG00000144426
3255,CYP20A1,ENSG00000119004
3256,ABI2,ENSG00000138443
3257,RAPH1,ENSG00000173166
3258,PARD3B,ENSG00000116117
3259,NRP2,ENSG00000118257
3260,INO80D,ENSG00000114933
3261,AC007383.3,ENSG00000227946
3262,NDUFS1,ENSG00000023228
3263,AC007383.4,ENSG00000231955
3264,EEF1B2,ENSG00000114942
3265,ZDBF2,ENSG00000204186
3266,ADAM23,ENSG00000114948
3267,AC010731.4,ENSG00000235118
3268,MDH1B,ENSG00000138400
3269,FASTKD2,ENSG00000118246
3270,AC008269.2,ENSG00000229321
3271,CPO,ENSG00000144410
3272,KLF7,ENSG00000118263
3273,AC007879.2,ENSG00000234902
3274,AC007879.4,ENSG00000225916
3275,AC007879.7,ENSG00000229647
3276,CREB1,ENSG00000118260
3277,METTL21A,ENSG00000144401
3278,AC079767.4,ENSG00000224137
3279,CCNYL1,ENSG00000163249
3280,RP11-801F7.1,ENSG00000272851
3281,FZD5,ENSG00000163251
3282,AC096772.6,ENSG00000244567
3283,PLEKHM3,ENSG00000178385
3284,CRYGD,ENSG00000118231
3285,C2orf80,ENSG00000188674
3286,IDH1,ENSG00000138413
3287,IDH1-AS1,ENSG00000231908
3288,PIKFYVE,ENSG00000115020
3289,PTH2R,ENSG00000144407
3290,MAP2,ENSG00000078018
3291,UNC80,ENSG00000144406
3292,RPE,ENSG00000197713
3293,KANSL1L,ENSG00000144445
3294,RP11-260M2.1,ENSG00000272807
3295,AC007038.7,ENSG00000229127
3296,AC006994.2,ENSG00000231294
3297,ACADL,ENSG00000115361
3298,LANCL1,ENSG00000115365
3299,CPS1,ENSG00000021826
3300,ERBB4,ENSG00000178568
3301,IKZF2,ENSG00000030419
3302,RP11-105N14.1,ENSG00000270659
3303,AC079610.2,ENSG00000196096
3304,SPAG16,ENSG00000144451
3305,VWC2L,ENSG00000174453
3306,BARD1,ENSG00000138376
3307,AC072062.1,ENSG00000229267
3308,ATIC,ENSG00000138363
3309,FN1,ENSG00000115414
3310,AC093382.1,ENSG00000226276
3311,MREG,ENSG00000118242
3312,PECR,ENSG00000115425
3313,TMEM169,ENSG00000163449
3314,XRCC5,ENSG00000079246
3315,RP11-566E18.3,ENSG00000260804
3316,4-Mar,ENSG00000144583
3317,AC098820.2,ENSG00000235042
3318,SMARCAL1,ENSG00000138375
3319,AC098820.4,ENSG00000241520
3320,RPL37A,ENSG00000197756
3321,AC073321.4,ENSG00000225794
3322,IGFBP2,ENSG00000115457
3323,IGFBP5,ENSG00000115461
3324,AC007563.5,ENSG00000236886
3325,AC007563.3,ENSG00000229352
3326,DIRC3,ENSG00000231672
3327,TNS1,ENSG00000079308
3328,ARPC2,ENSG00000163466
3329,GPBAR1,ENSG00000179921
3330,AAMP,ENSG00000127837
3331,PNKD,ENSG00000127838
3332,TMBIM1,ENSG00000135926
3333,C2orf62,ENSG00000158428
3334,SLC11A1,ENSG00000018280
3335,CTDSP1,ENSG00000144579
3336,RP11-378A13.2,ENSG00000273361
3337,VIL1,ENSG00000127831
3338,USP37,ENSG00000135913
3339,RQCD1,ENSG00000144580
3340,PLCD4,ENSG00000115556
3341,RP11-548H3.1,ENSG00000273466
3342,ZNF142,ENSG00000115568
3343,BCS1L,ENSG00000074582
3344,RNF25,ENSG00000163481
3345,STK36,ENSG00000163482
3346,TTLL4,ENSG00000135912
3347,CYP27A1,ENSG00000135929
3348,RP11-459I19.1,ENSG00000272555
3349,WNT6,ENSG00000115596
3350,WNT10A,ENSG00000135925
3351,AC097468.7,ENSG00000235024
3352,CDK5R2,ENSG00000171450
3353,LINC00608,ENSG00000236445
3354,FEV,ENSG00000163497
3355,CRYBA2,ENSG00000163499
3356,AC097468.4,ENSG00000224090
3357,CCDC108,ENSG00000181378
3358,RP11-33O4.1,ENSG00000272644
3359,NHEJ1,ENSG00000187736
3360,SLC23A3,ENSG00000213901
3361,CNPPD1,ENSG00000115649
3362,FAM134A,ENSG00000144567
3363,ZFAND2B,ENSG00000158552
3364,ABCB6,ENSG00000115657
3365,ATG9A,ENSG00000198925
3366,ANKZF1,ENSG00000163516
3367,GLB1L,ENSG00000163521
3368,STK16,ENSG00000115661
3369,TUBA4A,ENSG00000127824
3370,DNAJB2,ENSG00000135924
3371,PTPRN,ENSG00000054356
3372,AC114803.3,ENSG00000230432
3373,RESP18,ENSG00000182698
3374,DNPEP,ENSG00000123992
3375,AC053503.4,ENSG00000229525
3376,DES,ENSG00000175084
3377,SPEG,ENSG00000072195
3378,AC053503.11,ENSG00000227432
3379,RP11-316O14.1,ENSG00000268603
3380,GMPPA,ENSG00000144591
3381,ASIC4,ENSG00000072182
3382,CHPF,ENSG00000123989
3383,TMEM198,ENSG00000188760
3384,RP11-256I23.1,ENSG00000268896
3385,OBSL1,ENSG00000124006
3386,RP11-256I23.2,ENSG00000269068
3387,INHA,ENSG00000123999
3388,STK11IP,ENSG00000144589
3389,SLC4A3,ENSG00000114923
3390,RP11-256I23.3,ENSG00000267919
3391,EPHA4,ENSG00000116106
3392,CTD-2308L22.1,ENSG00000272944
3393,RP11-384O8.1,ENSG00000267034
3394,SGPP2,ENSG00000163082
3395,RP11-16P6.1,ENSG00000261428
3396,FARSB,ENSG00000116120
3397,MOGAT1,ENSG00000124003
3398,ACSL3,ENSG00000123983
3399,KCNE4,ENSG00000152049
3400,SCG2,ENSG00000171951
3401,AP1S3,ENSG00000152056
3402,WDFY1,ENSG00000085449
3403,MRPL44,ENSG00000135900
3404,SERPINE2,ENSG00000135919
3405,CUL3,ENSG00000036257
3406,DOCK10,ENSG00000135905
3407,NYAP2,ENSG00000144460
3408,RP11-314B1.2,ENSG00000273301
3409,IRS1,ENSG00000169047
3410,RP11-395N3.2,ENSG00000272622
3411,RHBDD1,ENSG00000144468
3412,COL4A4,ENSG00000081052
3413,COL4A3,ENSG00000169031
3414,AC097662.2,ENSG00000236432
3415,MFF,ENSG00000168958
3416,AGFG1,ENSG00000173744
3417,SLC19A3,ENSG00000135917
3418,CCL20,ENSG00000115009
3419,DAW1,ENSG00000123977
3420,SPHKAP,ENSG00000153820
3421,AC009410.1,ENSG00000232023
3422,PID1,ENSG00000153823
3423,DNER,ENSG00000187957
3424,TRIP12,ENSG00000153827
3425,FBXO36,ENSG00000153832
3426,SLC16A14,ENSG00000163053
3427,SP110,ENSG00000135899
3428,SP140,ENSG00000079263
3429,SP140L,ENSG00000185404
3430,SP100,ENSG00000067066
3431,CAB39,ENSG00000135932
3432,ITM2C,ENSG00000135916
3433,C2orf72,ENSG00000204128
3434,PSMD1,ENSG00000173692
3435,HTR2B,ENSG00000135914
3436,ARMC9,ENSG00000135931
3437,B3GNT7,ENSG00000156966
3438,NCL,ENSG00000115053
3439,NMUR1,ENSG00000171596
3440,PTMA,ENSG00000187514
3441,PDE6D,ENSG00000156973
3442,COPS7B,ENSG00000144524
3443,NPPC,ENSG00000163273
3444,DIS3L2,ENSG00000144535
3445,ECEL1,ENSG00000171551
3446,TIGD1,ENSG00000221944
3447,EIF4E2,ENSG00000135930
3448,EFHD1,ENSG00000115468
3449,GIGYF2,ENSG00000204120
3450,KCNJ13,ENSG00000115474
3451,C2orf82,ENSG00000182600
3452,NGEF,ENSG00000066248
3453,AC106876.2,ENSG00000222001
3454,INPP5D,ENSG00000168918
3455,ATG16L1,ENSG00000085978
3456,SAG,ENSG00000130561
3457,RP11-400N9.1,ENSG00000259793
3458,DGKD,ENSG00000077044
3459,USP40,ENSG00000085982
3460,TRPM8,ENSG00000144481
3461,ARL4C,ENSG00000188042
3462,SH3BP4,ENSG00000130147
3463,AGAP1,ENSG00000157985
3464,IQCA1,ENSG00000132321
3465,ACKR3,ENSG00000144476
3466,AC105760.2,ENSG00000227252
3467,COPS8,ENSG00000198612
3468,AC112715.2,ENSG00000224132
3469,COL6A3,ENSG00000163359
3470,MLPH,ENSG00000115648
3471,RAB17,ENSG00000124839
3472,AC104667.3,ENSG00000234949
3473,LRRFIP1,ENSG00000124831
3474,RBM44,ENSG00000177483
3475,RAMP1,ENSG00000132329
3476,UBE2F,ENSG00000184182
3477,UBE2F-SCLY,ENSG00000258984
3478,SCLY,ENSG00000132330
3479,FAM132B,ENSG00000178752
3480,ILKAP,ENSG00000132323
3481,AC016757.3,ENSG00000186235
3482,HES6,ENSG00000144485
3483,PER2,ENSG00000132326
3484,TRAF3IP1,ENSG00000204104
3485,ASB1,ENSG00000065802
3486,TWIST2,ENSG00000233608
3487,HDAC4,ENSG00000068024
3488,AC062017.1,ENSG00000222020
3489,NDUFA10,ENSG00000130414
3490,MYEOV2,ENSG00000172428
3491,GPC1,ENSG00000063660
3492,ANKMY1,ENSG00000144504
3493,DUSP28,ENSG00000188542
3494,RNPEPL1,ENSG00000142327
3495,CAPN10-AS1,ENSG00000260942
3496,CAPN10,ENSG00000142330
3497,GPR35,ENSG00000178623
3498,AQP12B,ENSG00000185176
3499,AC011298.2,ENSG00000219159
3500,AQP12A,ENSG00000184945
3501,KIF1A,ENSG00000130294
3502,AGXT,ENSG00000172482
3503,C2orf54,ENSG00000172478
3504,SNED1,ENSG00000162804
3505,AC093585.6,ENSG00000229996
3506,MTERFD2,ENSG00000122085
3507,PASK,ENSG00000115687
3508,PPP1R7,ENSG00000115685
3509,ANO7,ENSG00000146205
3510,HDLBP,ENSG00000115677
3511,AC104841.2,ENSG00000268485
3512,2-Sep,ENSG00000168385
3513,FARP2,ENSG00000006607
3514,STK25,ENSG00000115694
3515,BOK-AS1,ENSG00000234235
3516,BOK,ENSG00000176720
3517,RP11-367H1.1,ENSG00000273113
3518,THAP4,ENSG00000176946
3519,ATG4B,ENSG00000168397
3520,DTYMK,ENSG00000168393
3521,AC133528.2,ENSG00000228989
3522,ING5,ENSG00000168395
3523,D2HGDH,ENSG00000180902
3524,AC114730.3,ENSG00000224272
3525,NEU4,ENSG00000204099
3526,PDCD1,ENSG00000188389
3527,AC131097.3,ENSG00000233806
3528,AC131097.4,ENSG00000216921
3529,AC093642.3,ENSG00000237940
3530,RP11-341N2.1,ENSG00000261186
3531,CHL1,ENSG00000134121
3532,AC090044.1,ENSG00000224957
3533,CNTN4,ENSG00000144619
3534,IL5RA,ENSG00000091181
3535,TRNT1,ENSG00000072756
3536,CRBN,ENSG00000113851
3537,RP11-97C16.1,ENSG00000271870
3538,SUMF1,ENSG00000144455
3539,LRRN1,ENSG00000175928
3540,SETMAR,ENSG00000170364
3541,ITPR1-AS1,ENSG00000231249
3542,ITPR1,ENSG00000150995
3543,EGOT,ENSG00000235947
3544,AC018816.3,ENSG00000235978
3545,BHLHE40-AS1,ENSG00000235831
3546,BHLHE40,ENSG00000134107
3547,ARL8B,ENSG00000134108
3548,AC026202.3,ENSG00000233912
3549,EDEM1,ENSG00000134109
3550,AC069277.2,ENSG00000189229
3551,GRM7-AS3,ENSG00000226258
3552,GRM7,ENSG00000196277
3553,LMCD1-AS1,ENSG00000227110
3554,AC023481.1,ENSG00000231401
3555,LMCD1,ENSG00000071282
3556,LINC00312,ENSG00000237697
3557,SSUH2,ENSG00000125046
3558,OXTR,ENSG00000180914
3559,RAD18,ENSG00000070950
3560,SRGAP3,ENSG00000196220
3561,SRGAP3-AS4,ENSG00000235830
3562,RP11-380O24.1,ENSG00000254485
3563,SETD5-AS1,ENSG00000206573
3564,THUMPD3,ENSG00000134077
3565,SETD5,ENSG00000168137
3566,RP11-58B17.2,ENSG00000269975
3567,LHFPL4,ENSG00000156959
3568,MTMR14,ENSG00000163719
3569,CPNE9,ENSG00000144550
3570,BRPF1,ENSG00000156983
3571,OGG1,ENSG00000114026
3572,CAMK1,ENSG00000134072
3573,TADA3,ENSG00000171148
3574,ARPC4,ENSG00000241553
3575,TTLL3,ENSG00000214021
3576,RP11-266J6.2,ENSG00000269886
3577,RPUSD3,ENSG00000156990
3578,JAGN1,ENSG00000171135
3579,IL17RE,ENSG00000163701
3580,IL17RC,ENSG00000163702
3581,CRELD1,ENSG00000163703
3582,PRRT3,ENSG00000163704
3583,PRRT3-AS1,ENSG00000230082
3584,RP11-1020A11.2,ENSG00000269982
3585,EMC3,ENSG00000125037
3586,AC022007.5,ENSG00000206567
3587,FANCD2,ENSG00000144554
3588,BRK1,ENSG00000254999
3589,VHL,ENSG00000134086
3590,IRAK2,ENSG00000134070
3591,TATDN2,ENSG00000157014
3592,LINC00852,ENSG00000231177
3593,GHRL,ENSG00000157017
3594,GHRLOS,ENSG00000240288
3595,SEC13,ENSG00000157020
3596,ATP2B2,ENSG00000157087
3597,SLC6A11,ENSG00000132164
3598,HRH1,ENSG00000196639
3599,ATG7,ENSG00000197548
3600,VGLL4,ENSG00000144560
3601,RP11-169K17.3,ENSG00000272483
3602,TAMM41,ENSG00000144559
3603,TIMP4,ENSG00000157150
3604,PPARG,ENSG00000132170
3605,TSEN2,ENSG00000154743
3606,C3orf83,ENSG00000225526
3607,MKRN2,ENSG00000075975
3608,RAF1,ENSG00000132155
3609,TMEM40,ENSG00000088726
3610,CAND2,ENSG00000144712
3611,RP11-767C1.2,ENSG00000272263
3612,RPL32,ENSG00000144713
3613,IQSEC1,ENSG00000144711
3614,NUP210,ENSG00000132182
3615,HDAC11,ENSG00000163517
3616,FBLN2,ENSG00000163520
3617,WNT7A,ENSG00000154764
3618,CHCHD4,ENSG00000163528
3619,TMEM43,ENSG00000170876
3620,AC093495.4,ENSG00000228242
3621,XPC,ENSG00000154767
3622,LSM3,ENSG00000170860
3623,RP11-536I6.1,ENSG00000251576
3624,SLC6A6,ENSG00000131389
3625,CCDC174,ENSG00000154781
3626,FGD5,ENSG00000154783
3627,FGD5-AS1,ENSG00000225733
3628,NR2C2,ENSG00000177463
3629,MRPS25,ENSG00000131368
3630,ZFYVE20,ENSG00000131381
3631,CAPN7,ENSG00000131375
3632,SH3BP5-AS1,ENSG00000224660
3633,SH3BP5,ENSG00000131370
3634,METTL6,ENSG00000206562
3635,EAF1,ENSG00000144597
3636,EAF1-AS1,ENSG00000249786
3637,COLQ,ENSG00000206561
3638,HACL1,ENSG00000131373
3639,BTD,ENSG00000169814
3640,ANKRD28,ENSG00000206560
3641,GALNT15,ENSG00000131386
3642,DPH3,ENSG00000154813
3643,OXNAD1,ENSG00000154814
3644,RFTN1,ENSG00000131378
3645,RP11-415F23.2,ENSG00000271964
3646,RP11-415F23.4,ENSG00000272529
3647,PLCL2,ENSG00000154822
3648,TBC1D5,ENSG00000131374
3649,SATB1,ENSG00000182568
3650,KCNH8,ENSG00000183960
3651,EFHB,ENSG00000163576
3652,RAB5A,ENSG00000144566
3653,KAT2B,ENSG00000114166
3654,SGOL1,ENSG00000129810
3655,SGOL1-AS1,ENSG00000237485
3656,RP11-669C19.1,ENSG00000261734
3657,RP11-180N14.1,ENSG00000272511
3658,ZNF385D,ENSG00000151789
3659,UBE2E2,ENSG00000182247
3660,UBE2E1-AS1,ENSG00000223791
3661,UBE2E1,ENSG00000170142
3662,NKIRAS1,ENSG00000197885
3663,RPL15,ENSG00000174748
3664,NR1D2,ENSG00000174738
3665,LINC00691,ENSG00000224074
3666,THRB,ENSG00000151090
3667,RP11-317L10.1,ENSG00000272554
3668,RARB,ENSG00000077092
3669,TOP2B,ENSG00000077097
3670,NGLY1,ENSG00000151092
3671,OXSM,ENSG00000151093
3672,NEK10,ENSG00000163491
3673,SLC4A7,ENSG00000033867
3674,RP11-222K16.1,ENSG00000271943
3675,RP11-222K16.2,ENSG00000272282
3676,CMC1,ENSG00000187118
3677,AZI2,ENSG00000163512
3678,ZCWPW2,ENSG00000206559
3679,LINC00693,ENSG00000228214
3680,RBMS3-AS3,ENSG00000235904
3681,RBMS3,ENSG00000144642
3682,TGFBR2,ENSG00000163513
3683,STT3B,ENSG00000163527
3684,OSBPL10,ENSG00000144645
3685,OSBPL10-AS1,ENSG00000232490
3686,ZNF860,ENSG00000197385
3687,GPD1L,ENSG00000152642
3688,CMTM8,ENSG00000170293
3689,CMTM7,ENSG00000153551
3690,CMTM6,ENSG00000091317
3691,DYNC1LI1,ENSG00000144635
3692,CNOT10,ENSG00000182973
3693,TRIM71,ENSG00000206557
3694,GLB1,ENSG00000170266
3695,TMPPE,ENSG00000188167
3696,CRTAP,ENSG00000170275
3697,SUSD5,ENSG00000173705
3698,FBXL2,ENSG00000153558
3699,UBP1,ENSG00000153560
3700,CLASP2,ENSG00000163539
3701,RP11-10C24.2,ENSG00000271324
3702,RP11-10C24.3,ENSG00000271643
3703,RP11-10C24.1,ENSG00000271020
3704,PDCD6IP,ENSG00000170248
3705,ARPP21,ENSG00000172995
3706,STAC,ENSG00000144681
3707,DCLK3,ENSG00000163673
3708,TRANK1,ENSG00000168016
3709,RP11-129K12.1,ENSG00000272334
3710,RP11-129K12.4,ENSG00000271835
3711,EPM2AIP1,ENSG00000178567
3712,MLH1,ENSG00000076242
3713,LRRFIP2,ENSG00000093167
3714,RP11-285J16.1,ENSG00000271993
3715,RP11-259K5.2,ENSG00000270194
3716,GOLGA4,ENSG00000144674
3717,C3orf35,ENSG00000198590
3718,ITGA9,ENSG00000144668
3719,CTDSPL,ENSG00000144677
3720,VILL,ENSG00000136059
3721,PLCD1,ENSG00000187091
3722,DLEC1,ENSG00000008226
3723,ACAA1,ENSG00000060971
3724,MYD88,ENSG00000172936
3725,OXSR1,ENSG00000172939
3726,SLC22A14,ENSG00000144671
